Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,Distance,Rank
LKQ,LKQ Corporation,0.2551892551892551,0.0193987544440389,0.0007944420910002,0.0007944420909997,0.0180704896072972,0.0240734653367361,0.1438917629848512,0.004839215242456,0.32799134740951624,142
BLDR,"Builders FirstSource, Inc.",0.2118437118437118,0.0238873869787931,0.0031435808095994,0.0031435808095985,0.1706575425237414,0.1239825733034189,0.199081809519537,0.0036906219933723,0.32822397347585347,143
JCI,Johnson Controls International ,0.1947496947496947,0.0303088708678918,0.0141035330258367,0.0141035330258358,0.0330023944131184,0.0432242099447086,0.4125235972853994,0.0121776033405623,0.3288616539024117,144
CE,Celanese Corporation,0.2356532356532356,0.0202642908124962,0.0001483636646982,0.0001483636646981,0.0896820156910031,0.0922130109391722,0.0,0.0026350350279349,0.3289060115966705,145
EL,"Estee Lauder Companies, Inc. (T",0.2252747252747252,0.0245337835051956,0.005991026884033,0.0059910268840333,0.0965079640747017,0.0752383250583735,0.0297712712806794,0.0090574777983378,0.3289077428802204,146
HRL,Hormel Foods Corporation,0.2393162393162393,0.016648176189714,0.0031655867419162,0.0031655867419159,0.0089355842034477,0.0154090816689615,0.2227846515042964,0.0064794841323396,0.32902684003164967,147
VTRS,Viatris Inc.,0.2234432234432234,0.0401621590515767,0.0024216283911235,0.0024216283911227,0.0,7.901868608567073e-05,0.2794032222652081,0.0223871012873951,0.32908149323678076,148
AOS,A.O. Smith Corporation,0.2301587301587301,0.0126861237117389,0.0009088868129073,0.0009088868129061,0.0398361006487035,0.0528333758382426,0.1709695614197583,0.002198784467416,0.32973718979901406,149
SWK,"Stanley Black & Decker, Inc.",0.2216117216117216,0.018901980243457,0.0017222306378898,0.0017222306378887,0.0595580778454658,0.0601736045810282,0.1672415230725492,0.0035122437551363,0.3298027142889508,150
VLO,Valero Energy Corporation,0.1599511599511599,0.063650186659186,0.0092871286946011,0.0092871286946003,0.1162998231599563,0.1008464233948265,0.1980617522138338,0.0073365190733267,0.33043269296012856,151
AES,The AES Corporation,0.2271062271062271,0.0310507597157103,0.0006899489082176,0.0006899489082167,0.0077849852364679,0.0041667527381057,0.0981014529048987,0.0241174189416006,0.33057720354430037,152
BWA,BorgWarner Inc.,0.2234432234432234,0.0204897660864242,0.0,0.0,0.0155000890781654,0.0167034000493686,0.1893204227764723,0.0066116995824125,0.3308894075745158,153
PARA,Paramount Global,0.2185592185592185,0.0295306154308253,0.000189589247692,0.0001895892476916,0.0042205881488891,0.0,0.1270126510295015,0.0376280893389342,0.33138865513900595,154
ADM,Archer-Daniels-Midland Company,0.1813186813186813,0.0358075695455136,0.0052217226091889,0.0052217226091889,0.0302857307521853,0.0352647847523312,0.10733290503379,0.0104963826310346,0.33309658328820324,155
ON,ON Semiconductor Corporation,0.1355311355311355,0.0265601553301542,0.006354380780411,0.0063543807804107,0.071853547314545,0.0461291750101409,0.1541410079272333,0.0172167936149712,0.33746340414169473,156
ENPH,"Enphase Energy, Inc.",0.0641025641025641,0.0075496406666398,0.0008145131487162,0.0008145131487151,0.1585756033238841,0.0722936753059736,0.0438589842081892,0.0101630505571691,0.3470700767535916,157
PFG,Principal Financial Group Inc,0.0421245421245421,0.00669137817463,0.0032530119665641,0.0032530119665633,0.0343134708882299,0.0521711094545345,0.2275681612840881,0.0026780374651071,0.34862327829375506,158
ALB,Albemarle Corporation,0.0,0.0,0.0010473700186814,0.001047370018681,0.1371141452026117,0.0723293510486422,0.0689468212752881,0.0071339539553299,0.35444696876820075,159
