Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,ARAS Score,Rank
CMCSA,Comcast Corporation,0.2924297924297924,0.2779975970921855,0.0423102568971145,0.0423102568971132,0.0168176456529403,0.0220019872218926,0.184296302993366,0.0514429913067048,0.8000452168472819,18
ANET,"Arista Networks, Inc.",0.3748473748473748,0.0274092670565678,0.0410535564660337,0.0410535564660336,0.0702550141120857,0.0538743514208267,0.6400666026636744,0.0226887332142751,0.7963248298429997,19
ORCL,Oracle Corporation,0.2948717948717949,0.1653833842096442,0.1420364860149593,0.1420364860149586,0.0804435817463213,0.0970894934646757,0.5049312179299177,0.0216706626735037,0.7961488979731964,20
CSCO,"Cisco Systems, Inc.",0.2185592185592185,0.1068251577778327,0.0686848648068307,0.0686848648068301,0.014432320719971,0.0292863190075162,0.3046108749024384,0.0502370561649953,0.7712363723292531,21
FTNT,"Fortinet, Inc.",0.3321123321123321,0.0193689336918962,0.0205112031146265,0.020511203114626,0.0478553501281373,0.0452080960797171,0.526866193498384,0.0138453872486493,0.7176826877878997,22
KIM,Kimco Realty Corporation (HC),0.336996336996337,0.0154990573254426,0.0026777868128126,0.0026777868128127,0.0028072537262012,0.0070939350910703,0.2799781014432891,0.0114870146137072,0.7150344132560953,23
K,Kellanova,0.2484737484737484,0.0215807777288095,0.0063113911019411,0.0063113911019403,0.0153874874103605,0.0408898977019799,0.4044331099961096,0.0073368642057434,0.6964525728317269,24
PM,Philip Morris International Inc,0.304029304029304,0.1180916690107066,0.0565547962425335,0.056554796242533,0.0438056028330529,0.071961060238279,0.3646164991799833,0.0136760737805942,0.6935231974679877,25
IP,International Paper Company,0.2625152625152625,0.0210207255512167,0.0036284398537389,0.0036284398537384,0.022737596120747,0.0244894741866679,0.4453824190846371,0.0131810689394058,0.6858207277864384,26
WELL,Welltower Inc.,0.4285714285714285,0.0281171149446491,0.0214591597740351,0.0214591597740352,0.0511647713399212,0.0735306911624428,0.399129253122878,0.0067950806477714,0.673887175765539,27
PPL,PPL Corporation,0.2594627594627595,0.0306289009496581,0.0051522120836182,0.0051522120836173,0.0045480370890284,0.0133637148256936,0.3132132534836601,0.0123323161144731,0.6657855498893306,28
O,Realty Income Corporation,0.4273504273504273,0.0394272415063101,0.011917450731515,0.0119174507315137,0.0189428260591926,0.0331269304349956,0.1953835443683385,0.0143221170628881,0.6423151500346117,29
BRO,"Brown & Brown, Inc.",0.3131868131868132,0.0179171608664288,0.0068234074487173,0.0068234074487172,0.0365409099826415,0.0619473144744295,0.4303923415291126,0.0030894342438417,0.6382607135008334,30
PEG,Public Service Enterprise Group,0.2991452991452991,0.0362221535041217,0.0107559784823951,0.0107559784823945,0.0319501560766317,0.0474219068990528,0.3995473176444182,0.0068462420152739,0.6332315366914308,31
BKR,Baker Hughes Company,0.2771672771672772,0.0383459895012984,0.0100021948881512,0.0100021948881506,0.0155143198707482,0.0173996095785169,0.3172401977985836,0.0183568456332016,0.6199906219745429,32
TJX,"TJX Companies, Inc. (The)",0.2869352869352869,0.0586242610897594,0.03954497393499,0.0395449739349891,0.0399693966690717,0.0727511752629353,0.3680019557411595,0.0134737932640979,0.6125813422644133,33
SO,Southern Company (The),0.2783882783882784,0.1017992284844197,0.0254617844668935,0.0254617844668928,0.0291014820471036,0.0511381972650374,0.3092516356877487,0.0112050701018203,0.6103276664149405,34
VTRS,Viatris Inc.,0.2234432234432234,0.0401621590515767,0.0024216283911235,0.0024216283911227,0.0,7.901868608567073e-05,0.2794032222652081,0.0223871012873951,0.6093797493368434,35
EQT,EQT Corporation,0.3717948717948718,0.0257203517077624,0.0056744384712542,0.0056744384712537,0.0232423667549372,0.0194950655085436,0.2816804868055746,0.0183957330300211,0.6078973697220467,36
DIS,Walt Disney Company (The),0.2753357753357753,0.1286381102321147,0.0595132207514663,0.0595132207514661,0.0496194267954994,0.0681950410009978,0.3370699354655004,0.0279868354560007,0.5846658938070659,37
HST,"Host Hotels & Resorts, Inc.",0.3089133089133089,0.0178204247335532,0.0017993248142472,0.0017993248142459,0.0035139208141147,0.0051971181015444,0.2049546281424015,0.0176589199221409,0.5646035868092807,38
GDDY,GoDaddy Inc.,0.2973137973137973,0.0141880828400068,0.0066423710000143,0.0066423710000132,0.0821922607094393,0.1003520421730188,0.6594166934799012,0.0034549708889939,0.5461116713630317,39
HIG,Hartford Financial Services Gro,0.3107448107448107,0.0377422977890068,0.007522322105447,0.0075223221054471,0.042261533078523,0.0698477837406142,0.3836897115112969,0.0038731131480691,0.5444493676798559,40
FCX,"Freeport-McMoRan, Inc.",0.3540903540903541,0.0788079769393854,0.0148449135139578,0.0148449135139574,0.0274849576193693,0.0255853453984307,0.2047006616499953,0.0331374047400282,0.5284492727739887,41
UDR,"UDR, Inc.",0.2564102564102564,0.0139967774688454,0.0028415879460602,0.0028415879460599,0.0134460934924443,0.0216782905285531,0.2902429833930193,0.0060191337716234,0.5226466649444257,42
IRM,Iron Mountain Incorporated (Del,0.3272283272283273,0.0213624301648626,0.0072514328177255,0.0072514328177257,0.0565398434298265,0.0620193511250062,0.4628968685249895,0.0038668986406771,0.5176206673411071,43
EIX,Edison International,0.3174603174603175,0.0536710686988285,0.007234275892688,0.0072342758926867,0.0308668532532328,0.0485038692364723,0.2794217732878412,0.0049857085551204,0.5064482792677849,44
V,Visa Inc.,0.3241758241758242,0.1884401034356961,0.1847797498054964,0.1847797498054964,0.1129710228706952,0.2027962144457173,0.3337841374232557,0.0178854021856405,0.5061433997747309,45
JCI,Johnson Controls International ,0.1947496947496947,0.0303088708678918,0.0141035330258367,0.0141035330258358,0.0330023944131184,0.0432242099447086,0.4125235972853994,0.0121776033405623,0.49520043504232825,46
INVH,Invitation Homes Inc.,0.2881562881562881,0.0170394852332846,0.00386319986885,0.0038631998688495,0.0096249130132712,0.0172346460434369,0.2068682547631371,0.0084787427709174,0.48672926989178966,47
FAST,Fastenal Company,0.2741147741147741,0.0191165460992086,0.01090310485389,0.0109031048538903,0.0299776996466908,0.0446411780223666,0.3125749718930397,0.0081470917574076,0.4710502217121818,48
ICE,Intercontinental Exchange Inc.,0.3583638583638583,0.0472268256668095,0.0240997770858346,0.0240997770858339,0.0556261093858108,0.1005713974611697,0.3173940178127716,0.0065282593074104,0.4693894450317176,49
EQR,Equity Residential,0.2735042735042735,0.0198655766219573,0.0063588714314942,0.0063588714314933,0.0278667680538698,0.0422009651609614,0.3001301698087944,0.0043955384942761,0.45725227613540237,50
PNW,Pinnacle West Capital Corporati,0.3015873015873016,0.0211892647969832,0.0008165049496919,0.0008165049496916,0.0333945517770396,0.0509211455079227,0.3054237906535584,0.0026829765754763,0.44933038387215934,51
HRL,Hormel Foods Corporation,0.2393162393162393,0.016648176189714,0.0031655867419162,0.0031655867419159,0.0089355842034477,0.0154090816689615,0.2227846515042964,0.0064794841323396,0.4411951706529884,52
ABT,Abbott Laboratories,0.2826617826617826,0.0855358797399365,0.0580695728608844,0.0580695728608833,0.0479808961961689,0.0751479896315919,0.254210609679776,0.0144218061720673,0.43577415453326,53
INCY,Incyte Corporation,0.398046398046398,0.0073866508006784,0.0019107511939916,0.001910751193991,0.0417529003049333,0.0390135696728446,0.2592725724406079,0.0057910723945743,0.4157507961662971,54
TSN,"Tyson Foods, Inc.",0.2625152625152625,0.0296688107043591,0.0041596917159196,0.0041596917159188,0.024614282355464,0.0351612024527682,0.2563198819078887,0.0060554013479139,0.4092749670387903,55
BEN,"Franklin Resources, Inc.",0.3217338217338217,0.0190816337266523,0.0011435143108834,0.0011435143108829,0.0076128502141875,0.0088670277703296,0.1097235957642425,0.0101943322974709,0.40190471362893393,56
UBER,"Uber Technologies, Inc.",0.3772893772893773,0.0318581069345806,0.0367295932743589,0.0367295932743577,0.0570737364959175,0.045210099100096,0.2543723212138696,0.0501525486343663,0.38267258647021013,57
MRK,"Merck & Company, Inc.",0.2796092796092796,0.173565965476056,0.0732294733833694,0.0732294733833685,0.0567741085368056,0.0799624900824695,0.1803307370619435,0.024247847136728,0.38118244709062665,58
VLTO,Veralto Corp,0.2814407814407814,0.0160020710652478,0.0057140548731693,0.0057140548731693,0.0482218818453666,0.0654045076408439,0.3590135158745859,0.0036462199115072,0.37729721653183107,59
CVX,Chevron Corporation,0.2136752136752136,0.29004963856957,0.0752523343846776,0.0752523343846768,0.0717992137154699,0.1061682891639188,0.2184509378176453,0.0201655104698849,0.35248710888471,60
PARA,Paramount Global,0.2185592185592185,0.0295306154308253,0.000189589247692,0.0001895892476916,0.0042205881488891,0.0,0.1270126510295015,0.0376280893389342,0.34052715165059455,61
IR,Ingersoll Rand Inc.,0.2954822954822955,0.0206286884683037,0.0091796305457986,0.0091796305457978,0.0498596481632282,0.0615677421244016,0.3233241152705734,0.0061371616245061,0.34013523251962974,62
ED,"Consolidated Edison, Inc.",0.2875457875457875,0.0472122760519212,0.0073574421707338,0.0073574421707333,0.0371970979581901,0.0628686305195642,0.2263473893763178,0.0046620019588696,0.3354080569592298,63
WEC,"WEC Energy Group, Inc.",0.2234432234432234,0.0321795930950317,0.0069636914565917,0.0069636914565905,0.0335071687502228,0.0564669005097181,0.2775155284326703,0.0051584276836688,0.3305230883816185,64
GIS,"General Mills, Inc.",0.2454212454212454,0.037455724001112,0.0085337457624931,0.0085337457624927,0.0283314052708113,0.0419588668797114,0.2173099159401608,0.0100529331392767,0.32197928642466433,65
BWA,BorgWarner Inc.,0.2234432234432234,0.0204897660864242,0.0,0.0,0.0155000890781654,0.0167034000493686,0.1893204227764723,0.0066116995824125,0.3059844960755262,66
BAX,Baxter International Inc.,0.2759462759462759,0.026759446324665,0.0024576565649806,0.0024576565649799,0.0174738380719858,0.0191072191176144,0.1351019199755921,0.0105515517823541,0.3014918526042738,67
NTAP,"NetApp, Inc.",0.2991452991452991,0.0183077428016536,0.005197544764579,0.0051975447645781,0.0659659598221926,0.0766034806975315,0.3960574356946899,0.004502439278045,0.29968834609784595,68
CLX,Clorox Company (The),0.4181929181929182,0.0167730535568633,0.004065333916456,0.0040653339164554,0.0715468388899647,0.1032651477928569,0.2952348357840488,0.0028882220449183,0.2932285488722546,69
FRT,Federal Realty Investment Trust,0.2881562881562881,0.0121764463637584,0.0007920723362239,0.0007920723362239,0.0448241787180994,0.0710947252299345,0.2675588612808896,0.0012912168308977,0.276898596206274,70
AES,The AES Corporation,0.2271062271062271,0.0310507597157103,0.0006899489082176,0.0006899489082167,0.0077849852364679,0.0041667527381057,0.0981014529048987,0.0241174189416006,0.2700169871824113,71
LKQ,LKQ Corporation,0.2551892551892551,0.0193987544440389,0.0007944420910002,0.0007944420909997,0.0180704896072972,0.0240734653367361,0.1438917629848512,0.004839215242456,0.26746706918489954,72
PGR,Progressive Corporation (The),0.4157509157509158,0.085522786203733,0.04058680747487,0.0405868074748696,0.1188288177036958,0.1578098535236402,0.4430640494803418,0.0061734568113899,0.2626185790751536,73
ABBV,AbbVie Inc.,0.2759462759462759,0.1932187227918861,0.0921378643296004,0.0921378643296004,0.0943400900563964,0.1238643724604997,0.2791489315528482,0.0143058586711978,0.2566623516123005,74
OMC,Omnicom Group Inc.,0.3046398046398046,0.0244072256891806,0.0031839201453685,0.0031839201453675,0.0477738154158541,0.0619489923216818,0.2451164479675093,0.0039532762580316,0.24976592579040885,75
PAYX,"Paychex, Inc.",0.268009768009768,0.023957727496023,0.0131449749956248,0.0131449749956241,0.0584592306824248,0.0870337827816849,0.3153371345061693,0.0043839133725365,0.24557203344380846,76
EMN,Eastman Chemical Company,0.3058608058608059,0.0190496307184756,0.0011130649217676,0.0011130649217668,0.0491237250916457,0.0640534989487913,0.2485873681755116,0.002204346940027,0.23401771392750104,77
DTE,DTE Energy Company,0.2564102564102564,0.0318799276329266,0.005442940990679,0.0054429409906785,0.0510314693948905,0.0774764084376102,0.2692688832179576,0.0026402598017505,0.21391114738482953,78
SBUX,Starbucks Corporation,0.2332112332112332,0.0555330619018327,0.0281813471509908,0.0281813471509909,0.0471693892421122,0.0585237430243691,0.2114463509806904,0.0280738619222984,0.2119782313493497,79
IFF,International Flavors & Fragran,0.2753357753357753,0.0204461256207288,0.0045415513502402,0.0045415513502404,0.0499429854540921,0.0601988045931801,0.2598087820250686,0.0039944266615586,0.20520110670132255,80
PEP,"Pepsico, Inc.",0.2490842490842491,0.129816409322867,0.0615627593807111,0.0615627593807112,0.0697037849896533,0.1176106646151339,0.1878789654684112,0.014275446664586,0.18524481479240107,81
ALL,Allstate Corporation (The),0.3424908424908425,0.051845440223079,0.0134524271918399,0.0134524271918393,0.0951140504489898,0.121813534210852,0.3841577046597098,0.0036970011023784,0.16620791789354034,82
PKG,Packaging Corporation of Americ,0.3302808302808303,0.0186204990069724,0.0041015359801687,0.0041015359801676,0.0928672130219477,0.137928331227343,0.4033109182310175,0.0012418129838556,0.1589048451177448,83
HSIC,"Henry Schein, Inc.",0.2551892551892551,0.0135072915751584,0.0005264765792229,0.0005264765792221,0.0427119580174521,0.0456972322714548,0.2050293668170118,0.0033393525913526,0.13420424342774598,84
EA,Electronic Arts Inc.,0.2881562881562881,0.0205479533740181,0.0096577847206221,0.0096577847206211,0.0675540290831459,0.098699013029019,0.2748670454595077,0.0050558139754879,0.13072476147003137,85
LRCX,Lam Research Corporation,0.373015873015873,0.0425878222849671,0.0259428030027016,0.0259428030027014,0.075405525198546,0.0563182354988205,0.2194902434406446,0.0293713399862077,0.1295055343586191,86
BBY,"Best Buy Co., Inc.",0.2338217338217338,0.0262503066272219,0.0034382360811636,0.0034382360811627,0.0560622642812678,0.0537578427077622,0.2828380488662807,0.0077314280800571,0.12102816994695809,87
KMX,CarMax Inc,0.2515262515262515,0.0135434258807542,0.0018219861775582,0.0018219861775582,0.0563004139919918,0.0491364102918139,0.2822459810579215,0.0047275622507959,0.11766593871858518,88
AOS,A.O. Smith Corporation,0.2301587301587301,0.0126861237117389,0.0009088868129073,0.0009088868129061,0.0398361006487035,0.0528333758382426,0.1709695614197583,0.002198784467416,0.08403323645744522,89
SOLV,Solventum Corporation,0.2551892551892551,0.0201842828265563,0.0013892555170368,0.0013892555170372,0.051165264538722,0.0395551854729098,0.2233346422807385,0.0038888073594755,0.08165359124846906,90
XYL,Xylem Inc.,0.2606837606837607,0.0190859973077235,0.0065271943231336,0.0065271943231339,0.0635560342091526,0.0890943845713401,0.2502427699456684,0.0029248273200041,0.07354897592190886,91
FFIV,"F5, Inc.",0.2869352869352869,0.0124897267201639,0.00237358875216,0.0023735887521598,0.0979575270682964,0.1406951197315515,0.420392032626557,0.0010459604258767,0.06579222582872302,92
HLT,Hilton Worldwide Holdings Inc.,0.2912087912087912,0.0246719769167362,0.0163530431225869,0.016353043122587,0.1020318839304454,0.1544349390326244,0.4007945051495902,0.0036717299758562,0.06472041263637772,93
CSGP,"CoStar Group, Inc.",0.3192918192918193,0.0080398685646183,0.0067790198077946,0.0067790198077949,0.0560933262995706,0.0525346957519822,0.1676304699939344,0.0059508888804683,0.05941271008891768,94
DOV,Dover Corporation,0.2606837606837607,0.0196455998139578,0.0057700940676367,0.0057700940676357,0.0851508002001182,0.1266614633572342,0.343059422276894,0.0021039760615815,0.04021320879664935,95
CME,CME Group Inc.,0.3656898656898657,0.037421539667898,0.0239942411860646,0.0239942411860647,0.1029145539812709,0.1509336524984033,0.2967371978641873,0.004807915449074,0.03801693155049396,96
ALLE,Allegion plc,0.2857142857142857,0.0132629049672641,0.0013725362718327,0.0013725362718315,0.0713242117951202,0.09045644430654,0.2643790993554907,0.0015683029403036,0.037640723798453124,97
ADM,Archer-Daniels-Midland Company,0.1813186813186813,0.0358075695455136,0.0052217226091889,0.0052217226091889,0.0302857307521853,0.0352647847523312,0.10733290503379,0.0104963826310346,0.037222521080582834,98
UPS,"United Parcel Service, Inc.",0.2869352869352869,0.0941403216343937,0.0304631030839339,0.0304631030839328,0.0726961276425079,0.0957767086843851,0.1497088086074009,0.0107057866806111,0.023060069291415616,99
DLR,"Digital Realty Trust, Inc.",0.2625152625152625,0.0238035097709773,0.0162231813074176,0.0162231813074174,0.092922877201487,0.1058511834390293,0.3733518650754882,0.0045792105328109,0.016879927652170328,100
PPG,"PPG Industries, Inc.",0.2435897435897435,0.0276758970352652,0.0063540821502475,0.0063540821502473,0.0581990984987548,0.0905458659524013,0.1592468737280874,0.0039287707945015,-0.0191648211940326,101
PHM,"PulteGroup, Inc.",0.3247863247863248,0.0343581456244718,0.0047674096978952,0.0047674096978943,0.0874403633311355,0.0818968184082644,0.2747843472766051,0.0044915893768106,-0.024494985986630004,102
PFG,Principal Financial Group Inc,0.0421245421245421,0.00669137817463,0.0032530119665641,0.0032530119665633,0.0343134708882299,0.0521711094545345,0.2275681612840881,0.0026780374651071,-0.0490843509734831,103
GPN,Global Payments Inc.,0.2838827838827839,0.0384852330770054,0.0065431430403014,0.0065431430403003,0.0713837349048667,0.0771185764890111,0.1867360055819125,0.0055492492606398,-0.0511247561071895,104
TTWO,"Take-Two Interactive Software, ",0.2777777777777778,0.0080056835331569,0.0075905149254214,0.007590514925421,0.0884679911131138,0.1107230406583459,0.2978239870671609,0.0038284052257856,-0.058033371025325964,105
SWK,"Stanley Black & Decker, Inc.",0.2216117216117216,0.018901980243457,0.0017222306378898,0.0017222306378887,0.0595580778454658,0.0601736045810282,0.1672415230725492,0.0035122437551363,-0.10583376854684665,106
RVTY,"Revvity, Inc.",0.2649572649572649,0.0125334253731469,0.0020434285316709,0.0020434285316696,0.0791169619190115,0.0762092827510105,0.2454711661279129,0.0018631766434922,-0.10961322377486078,107
EXPE,"Expedia Group, Inc.",0.2728937728937728,0.0193114735126481,0.0050852455137526,0.005085245513752,0.1005525026039614,0.0986819275569526,0.3399988661714739,0.0050895912886488,-0.12606219677071637,108
AJG,Arthur J. Gallagher & Co.,0.3253968253968253,0.0314013376579652,0.0193652347481601,0.0193652347481599,0.1267755735058968,0.1915479740985294,0.3469145844408919,0.002235574521088,-0.14951672987062845,109
DELL,Dell Technologies Inc.,0.3083028083028083,0.0702689878300003,0.0225163404157327,0.0225163404157315,0.1405724122053466,0.0799743748064111,0.4699165897221435,0.0258502587173126,-0.18310546830970165,110
WTW,Willis Towers Watson Public Lim,0.2875457875457875,0.0255738798744413,0.0075991397378301,0.0075991397378302,0.1265788312617305,0.1998525854585708,0.3746225910145548,0.0010009148047978,-0.1838781229535228,111
VRSK,"Verisk Analytics, Inc.",0.2954822954822955,0.0167148662692694,0.0097585574692848,0.0097585574692835,0.1195070158006156,0.1865564941473833,0.3066456216648716,0.0016934341492945,-0.22210014067873182,112
MCD,McDonald's Corporation,0.2692307692307693,0.1075052172793524,0.0615973905253348,0.0615973905253347,0.1297446312474884,0.2025272684102029,0.231050156573376,0.0087449014570384,-0.23647978403928652,113
MSI,"Motorola Solutions, Inc.",0.3089133089133089,0.0297269979919529,0.0217400861459801,0.0217400861459794,0.1695250768505074,0.2889057619946572,0.4529439805576178,0.001493351860806,-0.31926362903560745,114
IEX,IDEX Corporation,0.2564102564102564,0.0130759785386179,0.0027674439868594,0.0027674439868596,0.1076308361813245,0.1543153682824147,0.2320107395185259,0.0009298536331226,-0.32674276068364067,115
ON,ON Semiconductor Corporation,0.1355311355311355,0.0265601553301542,0.006354380780411,0.0063543807804107,0.071853547314545,0.0461291750101409,0.1541410079272333,0.0172167936149712,-0.34957414056136804,116
LEN,Lennar Corporation,0.300976800976801,0.0470557755232087,0.0092150655032789,0.0092150655032781,0.1144619503770443,0.115160201406205,0.2102751392481042,0.0051458521203509,-0.35116030142349614,117
FDX,FedEx Corporation,0.3376068376068376,0.0859722862588838,0.0180561209905134,0.018056120990512,0.1467887557665132,0.1940791053520003,0.2768200630300468,0.0043995781364701,-0.36602535394310093,118
BDX,"Becton, Dickinson and Company",0.2948717948717949,0.0439610646161012,0.017940430420893,0.0179404304208918,0.1250529304723522,0.1679172883633661,0.2065925461962935,0.0035388433759762,-0.3942519697426319,119
DXCM,"DexCom, Inc.",0.2649572649572649,0.0129137812417008,0.0073791967559964,0.007379196755996,0.0903265671355828,0.068889164735327,0.0887923779518369,0.0098623722577049,-0.43317333705912286,120
UHS,"Universal Health Services, Inc.",0.3211233211233211,0.0222503095207593,0.0014912395843001,0.0014912395842989,0.1380097961890829,0.1358280466785776,0.3016144148508847,0.0014374658960057,-0.4408004748913882,121
LH,Labcorp Holdings Inc.,0.2979242979242979,0.0189732601362578,0.0036905368855015,0.0036905368855018,0.1267859495649083,0.1555161353288335,0.2300708340599527,0.0013679041919377,-0.44554741909274714,122
DHI,"D.R. Horton, Inc.",0.2234432234432234,0.0519174472242255,0.0114886762985134,0.0114886762985126,0.1140568653994403,0.1128948323551823,0.208190088605496,0.0063451724010651,-0.451561409260721,123
STZ,"Constellation Brands, Inc.",0.2704517704517705,0.035075137761173,0.0104387187738948,0.0104387187738942,0.1276854594815866,0.1789681088195597,0.2089764421875213,0.002889871246897,-0.4641828849170804,124
DG,Dollar General Corporation,0.2783882783882784,0.0288067581251846,0.002986238175783,0.0029862381757831,0.0951386289115761,0.0800847127416627,0.043698051671228,0.0082850279100302,-0.5069227168415293,125
TSLA,"Tesla, Inc.",0.3003663003663003,0.103130263153628,0.4084826098264515,0.408482609826452,0.3040403315498138,0.1624609976083796,0.5323355039830234,0.2488231903174474,-0.5183516148532477,126
ESS,"Essex Property Trust, Inc.",0.2991452991452991,0.0148707072371636,0.0036229786546245,0.0036229786546239,0.1505990504188345,0.1936377669179122,0.2948662567785602,0.0006292804663023,-0.5419659316594284,127
CRM,"Salesforce, Inc.",0.304029304029304,0.0747712352590548,0.0977877977073573,0.0977877977073568,0.1945457345257066,0.2040520754731603,0.3823570587213007,0.0165018417253363,-0.5434167822076016,128
VLO,Valero Energy Corporation,0.1599511599511599,0.063650186659186,0.0092871286946011,0.0092871286946003,0.1162998231599563,0.1008464233948265,0.1980617522138338,0.0073365190733267,-0.5825661839309402,129
CE,Celanese Corporation,0.2356532356532356,0.0202642908124962,0.0001483636646982,0.0001483636646981,0.0896820156910031,0.0922130109391722,0.0,0.0026350350279349,-0.5851800725773036,130
JBHT,"J.B. Hunt Transport Services, I",0.2344322344322344,0.0182754269786189,0.0030961900690953,0.0030961900690949,0.1233341167457021,0.1264354220713674,0.1824221606592606,0.0018954035156428,-0.6056350887530069,131
EL,"Estee Lauder Companies, Inc. (T",0.2252747252747252,0.0245337835051956,0.005991026884033,0.0059910268840333,0.0965079640747017,0.0752383250583735,0.0297712712806794,0.0090574777983378,-0.6185968317677211,132
TT,Trane Technologies plc,0.3223443223443223,0.0336488211757806,0.0236605841930051,0.0236605841930051,0.204049509419883,0.2431764201876674,0.4780867716704605,0.0025888733017178,-0.6396275299989062,133
META,"Meta Platforms, Inc.",0.3681318681318681,0.5829207917485197,0.4467075096546494,0.4467075096546491,0.393279702124398,0.3750385577176343,0.5302573881848709,0.0384888230374821,-0.665864553586659,134
SHW,Sherwin-Williams Company (The),0.257020757020757,0.0388027587779137,0.0243133673330866,0.0243133673330855,0.1744367800949788,0.2468376488759953,0.2937590975941154,0.003951862808042,-0.7007362941351358,135
PWR,"Quanta Services, Inc.",0.3473748473748473,0.020395052078167,0.0126085157699686,0.0126085157699679,0.2059055067329775,0.1939082375125013,0.478993062137526,0.0020154926055124,-0.7145365504538318,136
ANSS,"ANSYS, Inc.",0.4432234432234432,0.0128825709771303,0.0068713052383531,0.0068713052383522,0.1910421833522189,0.2411747684936117,0.2196980066683339,0.0010283246903574,-0.7779387271094861,137
IQV,"IQVIA Holdings, Inc.",0.278998778998779,0.0273631398989498,0.0087587573692055,0.0087587573692049,0.1595877213267517,0.163844372252763,0.1762479421971529,0.0027926193035525,-0.8364309489346937,138
HII,"Huntington Ingalls Industries, ",0.238095238095238,0.0145910298065944,0.0001458212643585,0.0001458212643576,0.1465571034357183,0.182442500943015,0.1235789556636469,0.0006114641999804,-0.8577054080678265,139
EFX,"Equifax, Inc.",0.3095238095238095,0.019149276215731,0.0076130154639464,0.0076130154639462,0.1837205288211698,0.1886408439198746,0.2701329781271126,0.0019675638013219,-0.8741510734415924,140
PODD,Insulet Corporation,0.4096459096459097,0.0097876692157195,0.0035622559437601,0.0035622559437589,0.2043536618462952,0.1467202520989237,0.353945997366016,0.0016397209258004,-0.8764650726585055,141
